amenity_id,amenity_name
823,"55 inch HDTV with Netflix, Disney+, Amazon Prime Video, Chromecast, premium cable, Apple TV"
824,"55 inch HDTV with Netflix, Disney+, Apple TV"
825,"55 inch HDTV with Netflix, Disney+, Apple TV, Roku, Amazon Prime Video, Fire TV"
826,"55 inch HDTV with Netflix, Roku"
827,"55 inch HDTV with Netflix, Roku, DVD player"
828,"55 inch HDTV with Netflix, Roku, standard cable"
829,"55 inch HDTV with Netflix, premium cable"
830,"55 inch HDTV with Netflix, premium cable, Roku"
831,"55 inch HDTV with Netflix, premium cable, standard cable"
832,"55 inch HDTV with Netflix, standard cable"
833,"55 inch HDTV with Netflix, standard cable, Amazon Prime Video, Chromecast"
834,"55 inch HDTV with Netflix, standard cable, DVD player"
835,"55 inch HDTV with Netflix, standard cable, Roku, premium cable, Amazon Prime Video"
836,"55 inch HDTV with Netflix, standard cable, premium cable"
837,55 inch HDTV with Roku
838,"55 inch HDTV with Roku, Amazon Prime Video"
839,"55 inch HDTV with Roku, Netflix"
840,"55 inch HDTV with Roku, Netflix, Amazon Prime Video, Apple TV, Hulu"
841,"55 inch HDTV with Roku, Netflix, Chromecast, Amazon Prime Video"
842,55 inch HDTV with premium cable
843,"55 inch HDTV with premium cable, Amazon Prime Video, Netflix, Disney+"
844,"55 inch HDTV with premium cable, Apple TV, Chromecast, HBO Max, Disney+, Netflix, Amazon Prime Video"
845,"55 inch HDTV with premium cable, DVD player, Netflix, Amazon Prime Video"
846,"55 inch HDTV with premium cable, Netflix"
847,"55 inch HDTV with premium cable, Roku"
848,"55 inch HDTV with premium cable, standard cable"
849,"55 inch HDTV with premium cable, standard cable, Fire TV"
850,55 inch HDTV with standard cable
851,"55 inch HDTV with standard cable, Amazon Prime Video, Chromecast, Netflix"
852,"55 inch HDTV with standard cable, Amazon Prime Video, Netflix"
853,"55 inch HDTV with standard cable, Apple TV, Amazon Prime Video, Netflix"
854,"55 inch HDTV with standard cable, DVD player"
855,"55 inch HDTV with standard cable, Netflix"
856,"55 inch HDTV with standard cable, Netflix, premium cable"
857,55 inch TV
858,55 inch TV with Amazon Prime Video
859,"55 inch TV with Amazon Prime Video, Apple TV, Netflix"
860,"55 inch TV with Amazon Prime Video, Apple TV, Netflix, Roku"
861,"55 inch TV with Amazon Prime Video, Disney+, Fire TV, Hulu, Netflix, standard cable"
862,"55 inch TV with Amazon Prime Video, Disney+, Netflix"
863,"55 inch TV with Amazon Prime Video, Netflix"
864,"55 inch TV with Amazon Prime Video, Netflix, Roku"
865,55 inch TV with Apple TV
866,55 inch TV with Chromecast
867,"55 inch TV with Disney+, Netflix"
868,55 inch TV with Fire TV
869,"55 inch TV with Fire TV, Netflix"
870,"55 inch TV with Fire TV, standard cable, Netflix, Disney+"
871,55 inch TV with Netflix
872,"55 inch TV with Netflix, Amazon Prime Video, Disney+"
873,"55 inch TV with Netflix, Disney+, Amazon Prime Video, Roku"
874,"55 inch TV with Netflix, Roku"
875,55 inch TV with Roku
876,55 inch TV with standard cable
877,56 inch HDTV
878,"56 inch HDTV with Amazon Prime Video, Apple TV, Netflix, Roku, HBO Max"
879,"56 inch HDTV with Chromecast, Roku"
880,56 inch HDTV with Fire TV
881,"56 inch HDTV with standard cable, Amazon Prime Video, Chromecast"
882,57 inch HDTV
883,"57 inch HDTV with Amazon Prime Video, Fire TV, Netflix"
884,57 inch TV
885,58 inch HDTV
886,"58 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix"
887,"58 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, Roku"
888,"58 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, premium cable, DVD player"
889,"58 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, Roku"
890,"58 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix"
891,"58 inch HDTV with Amazon Prime Video, Chromecast, Netflix"
892,"58 inch HDTV with Amazon Prime Video, Disney+, Hulu, Netflix, Roku, standard cable"
893,"58 inch HDTV with Amazon Prime Video, Disney+, Netflix"
894,"58 inch HDTV with Amazon Prime Video, Disney+, Netflix, Hulu"
895,"58 inch HDTV with Amazon Prime Video, Disney+, Netflix, Roku"
896,"58 inch HDTV with Amazon Prime Video, Fire TV"
897,"58 inch HDTV with Amazon Prime Video, Fire TV, Chromecast, Disney+, Netflix, Roku, Apple TV"
898,"58 inch HDTV with Amazon Prime Video, Netflix"
899,"58 inch HDTV with Amazon Prime Video, Netflix, Roku"
900,"58 inch HDTV with Apple TV, Amazon Prime Video, Disney+, Netflix"
901,"58 inch HDTV with Apple TV, HBO Max, Netflix"
902,58 inch HDTV with Chromecast
903,"58 inch HDTV with Chromecast, Netflix, Roku"
904,"58 inch HDTV with Disney+, Amazon Prime Video, Netflix, Roku"
905,"58 inch HDTV with Disney+, Netflix, Roku"
906,58 inch HDTV with Fire TV
907,58 inch HDTV with Netflix
908,"58 inch HDTV with Netflix, Amazon Prime Video"
909,"58 inch HDTV with Netflix, Fire TV, premium cable, Amazon Prime Video"
910,"58 inch HDTV with Netflix, Roku"
911,"58 inch HDTV with Netflix, Roku, Chromecast"
912,"58 inch HDTV with Netflix, premium cable"
913,"58 inch HDTV with Roku, Chromecast"
914,58 inch HDTV with standard cable
915,"58 inch HDTV with standard cable, Amazon Prime Video, Disney+, Netflix, Apple TV"
916,"58 inch HDTV with standard cable, Roku, Amazon Prime Video"
917,58 inch TV
918,"58 inch TV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, standard cable"
919,"58 inch TV with Disney+, Netflix, Roku"
920,58 inch TV with Roku
921,60 inch HDTV
922,60 inch HDTV with Amazon Prime Video
923,"60 inch HDTV with Amazon Prime Video, Apple TV"
924,"60 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku"
925,"60 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Hulu, Netflix"
926,"60 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix"
927,"60 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable"
928,"60 inch HDTV with Amazon Prime Video, Apple TV, Disney+, premium cable, Roku"
929,"60 inch HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable, standard cable"
930,"60 inch HDTV with Amazon Prime Video, Chromecast, Netflix"
931,"60 inch HDTV with Amazon Prime Video, Disney+"
932,"60 inch HDTV with Amazon Prime Video, Disney+, Netflix"
933,"60 inch HDTV with Amazon Prime Video, Disney+, Netflix, Roku"
934,"60 inch HDTV with Amazon Prime Video, Disney+, Netflix, premium cable"
935,"60 inch HDTV with Amazon Prime Video, Disney+, Netflix, premium cable, Roku, standard cable"
936,"60 inch HDTV with Amazon Prime Video, Fire TV"
937,"60 inch HDTV with Amazon Prime Video, Fire TV, Netflix, standard cable"
938,"60 inch HDTV with Amazon Prime Video, Fire TV, premium cable"
939,"60 inch HDTV with Amazon Prime Video, Netflix"
940,"60 inch HDTV with Amazon Prime Video, Netflix, Chromecast"
941,"60 inch HDTV with Amazon Prime Video, Netflix, Hulu, Roku"
942,"60 inch HDTV with Amazon Prime Video, Netflix, Roku"
943,"60 inch HDTV with Amazon Prime Video, Roku"
944,"60 inch HDTV with Amazon Prime Video, Roku, Netflix"
945,60 inch HDTV with Apple TV
946,"60 inch HDTV with Apple TV, Chromecast, Netflix"
947,"60 inch HDTV with Apple TV, Disney+, Amazon Prime Video, Netflix"
948,"60 inch HDTV with Apple TV, Netflix, Amazon Prime Video"
949,"60 inch HDTV with Apple TV, Netflix, Amazon Prime Video, standard cable, premium cable, Fire TV, Disney+"
950,"60 inch HDTV with Apple TV, standard cable"
951,60 inch HDTV with Chromecast
952,"60 inch HDTV with Chromecast, Disney+, Netflix, standard cable"
953,"60 inch HDTV with Chromecast, Netflix"
954,"60 inch HDTV with Chromecast, Netflix, standard cable, Amazon Prime Video"
955,60 inch HDTV with Disney+
956,"60 inch HDTV with Disney+, Netflix"
957,"60 inch HDTV with Disney+, Netflix, Amazon Prime Video, Chromecast"
958,60 inch HDTV with Fire TV
959,"60 inch HDTV with Fire TV, Netflix"
960,"60 inch HDTV with Fire TV, Netflix, Chromecast, Amazon Prime Video"
961,"60 inch HDTV with HBO Max, Amazon Prime Video, Chromecast, Netflix, Disney+"
962,60 inch HDTV with Netflix
963,"60 inch HDTV with Netflix, Amazon Prime Video"
964,"60 inch HDTV with Netflix, Chromecast"
965,"60 inch HDTV with Netflix, DVD player"
966,"60 inch HDTV with Netflix, Disney+, Amazon Prime Video"
967,"60 inch HDTV with Netflix, HBO Max, Disney+, Amazon Prime Video"
968,"60 inch HDTV with Netflix, Roku"
969,"60 inch HDTV with Netflix, premium cable"
970,60 inch HDTV with Roku
971,"60 inch HDTV with Roku, DVD player"
972,"60 inch HDTV with Roku, Netflix"
973,"60 inch HDTV with Roku, Netflix, Amazon Prime Video"
974,60 inch HDTV with premium cable
975,"60 inch HDTV with premium cable, standard cable"
976,60 inch HDTV with standard cable
977,"60 inch HDTV with standard cable, premium cable, Chromecast, Netflix, Disney+"
978,60 inch TV
979,"60 inch TV with Amazon Prime Video, Apple TV, Netflix"
980,60 inch TV with Netflix
981,60 inch TV with standard cable
982,62 inch HDTV
983,62 inch HDTV with Netflix
984,64 inch HDTV with Roku
985,65 inch HDTV
986,65 inch HDTV with Amazon Prime Video
987,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV"
988,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable, Roku, standard cable"
989,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, HBO Max, Netflix"
990,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix"
991,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, DVD player"
992,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, Hulu, Roku"
993,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, standard cable, Netflix"
994,"65 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Netflix, standard cable"
995,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Hulu, Netflix, premium cable"
996,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, HBO Max, Netflix, standard cable"
997,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Fire TV, Netflix, premium cable"
998,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Hulu, Netflix, Roku"
999,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix, standard cable"
1000,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix"
1001,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, Roku, DVD player"
1002,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable"
1003,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, standard cable"
1004,"65 inch HDTV with Amazon Prime Video, Apple TV, Disney+, standard cable, Netflix"
1005,"65 inch HDTV with Amazon Prime Video, Apple TV, Hulu, Netflix, standard cable"
1006,"65 inch HDTV with Amazon Prime Video, Apple TV, Netflix"
1007,"65 inch HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable, DVD player"
1008,"65 inch HDTV with Amazon Prime Video, Chromecast, Disney+, HBO Max, Netflix"
1009,"65 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Hulu, Netflix"
1010,"65 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Netflix"
1011,"65 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Netflix, Roku"
1012,"65 inch HDTV with Amazon Prime Video, Chromecast, Netflix"
1013,"65 inch HDTV with Amazon Prime Video, Chromecast, Netflix, standard cable"
1014,"65 inch HDTV with Amazon Prime Video, Disney+, Apple TV, Netflix"
1015,"65 inch HDTV with Amazon Prime Video, Disney+, Apple TV, Netflix, standard cable, Chromecast"
1016,"65 inch HDTV with Amazon Prime Video, Disney+, Fire TV, Netflix"
1017,"65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Hulu, Netflix"
1018,"65 inch HDTV with Amazon Prime Video, Disney+, HBO Max, Netflix, premium cable"
1019,"65 inch HDTV with Amazon Prime Video, Disney+, Netflix"
1020,"65 inch HDTV with Amazon Prime Video, Disney+, Netflix, Chromecast"
1021,"65 inch HDTV with Amazon Prime Video, Disney+, Netflix, DVD player"
1022,"65 inch HDTV with Amazon Prime Video, Disney+, Netflix, Fire TV"
1023,"65 inch HDTV with Amazon Prime Video, Disney+, Netflix, premium cable"
1024,"65 inch HDTV with Amazon Prime Video, Fire TV, Netflix, Roku"
1025,"65 inch HDTV with Amazon Prime Video, Netflix"
1026,"65 inch HDTV with Amazon Prime Video, Netflix, Fire TV"
1027,"65 inch HDTV with Amazon Prime Video, Netflix, Roku"
1028,"65 inch HDTV with Amazon Prime Video, Netflix, standard cable"
1029,"65 inch HDTV with Amazon Prime Video, premium cable"
1030,"65 inch HDTV with Amazon Prime Video, standard cable"
1031,65 inch HDTV with Apple TV
1032,"65 inch HDTV with Apple TV, Chromecast, Amazon Prime Video, Netflix, Disney+"
1033,"65 inch HDTV with Apple TV, Netflix"
1034,"65 inch HDTV with Apple TV, Netflix, Amazon Prime Video"
1035,"65 inch HDTV with Apple TV, Roku"
1036,65 inch HDTV with Chromecast
1037,"65 inch HDTV with Chromecast, Amazon Prime Video, Netflix"
1038,"65 inch HDTV with Chromecast, Disney+, Netflix, Roku"
1039,"65 inch HDTV with Chromecast, HBO Max, standard cable"
1040,"65 inch HDTV with Chromecast, Netflix"
1041,"65 inch HDTV with Chromecast, Netflix, Amazon Prime Video"
1042,"65 inch HDTV with Chromecast, Netflix, DVD player"
1043,"65 inch HDTV with Chromecast, premium cable, standard cable"
1044,"65 inch HDTV with Disney+, Amazon Prime Video, Netflix, Apple TV"
1045,"65 inch HDTV with Disney+, Amazon Prime Video, Netflix, Roku, Apple TV"
1046,"65 inch HDTV with Disney+, Fire TV"
1047,"65 inch HDTV with Disney+, HBO Max, Netflix, premium cable, Roku"
1048,"65 inch HDTV with Disney+, Netflix"
1049,"65 inch HDTV with Disney+, Netflix, Amazon Prime Video"
1050,"65 inch HDTV with Disney+, Netflix, Amazon Prime Video, Roku"
1051,"65 inch HDTV with Disney+, Netflix, Apple TV"
1052,"65 inch HDTV with Disney+, Netflix, premium cable"
1053,65 inch HDTV with Fire TV
1054,"65 inch HDTV with Fire TV, DVD player, Netflix, Roku"
1055,"65 inch HDTV with Fire TV, Netflix"
1056,"65 inch HDTV with Hulu, Netflix, premium cable, Roku, standard cable"
1057,65 inch HDTV with Netflix
1058,"65 inch HDTV with Netflix, Amazon Prime Video"
1059,"65 inch HDTV with Netflix, Amazon Prime Video, Disney+"
1060,"65 inch HDTV with Netflix, Amazon Prime Video, Roku, Disney+"
1061,"65 inch HDTV with Netflix, Apple TV, standard cable, Amazon Prime Video"
1062,"65 inch HDTV with Netflix, Disney+"
1063,"65 inch HDTV with Netflix, Disney+, Amazon Prime Video"
1064,"65 inch HDTV with Netflix, Fire TV, Amazon Prime Video, HBO Max, standard cable, Apple TV"
1065,"65 inch HDTV with Netflix, Roku"
1066,"65 inch HDTV with Netflix, Roku, Disney+"
1067,"65 inch HDTV with Netflix, Roku, standard cable"
1068,"65 inch HDTV with Netflix, premium cable"
1069,"65 inch HDTV with Netflix, premium cable, Disney+, Amazon Prime Video"
1070,"65 inch HDTV with Netflix, premium cable, Roku, Amazon Prime Video"
1071,"65 inch HDTV with Netflix, premium cable, standard cable"
1072,"65 inch HDTV with Netflix, standard cable"
1073,65 inch HDTV with Roku
1074,65 inch HDTV with premium cable
1075,"65 inch HDTV with premium cable, Amazon Prime Video, Chromecast, Fire TV, Apple TV, HBO Max, standard cable, Netflix, Disney+"
1076,65 inch HDTV with standard cable
1077,"65 inch HDTV with standard cable, Amazon Prime Video"
1078,65 inch TV
1079,"65 inch TV with Amazon Prime Video, Chromecast, Disney+, Netflix"
1080,"65 inch TV with Amazon Prime Video, HBO Max, Netflix, standard cable"
1081,65 inch TV with Chromecast
1082,"65 inch TV with Chromecast, Disney+, HBO Max, Netflix, Apple TV, Amazon Prime Video"
1083,65 inch TV with Netflix
1084,"65 inch TV with Netflix, Amazon Prime Video"
1085,"65 inch TV with Netflix, Roku, Amazon Prime Video"
1086,65 inch TV with premium cable
1087,65 inch TV with standard cable
1088,"67 inch HDTV with Amazon Prime Video, Netflix, Chromecast, Disney+"
1089,68 inch HDTV with Netflix
1090,"68 inch HDTV with Netflix, Disney+, Apple TV, Amazon Prime Video"
1091,70 inch HDTV
1092,"70 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+"
1093,"70 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix"
1094,"70 inch HDTV with Amazon Prime Video, Apple TV, HBO Max, premium cable, standard cable"
1095,"70 inch HDTV with Amazon Prime Video, Apple TV, Netflix, DVD player"
1096,"70 inch HDTV with Amazon Prime Video, Apple TV, Netflix, premium cable"
1097,"70 inch HDTV with Amazon Prime Video, Apple TV, Netflix, standard cable"
1098,"70 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Netflix"
1099,"70 inch HDTV with Amazon Prime Video, Chromecast, Netflix"
1100,"70 inch HDTV with Amazon Prime Video, DVD player"
1101,"70 inch HDTV with Amazon Prime Video, Disney+, Netflix"
1102,"70 inch HDTV with Amazon Prime Video, Disney+, Netflix, Hulu, standard cable"
1103,"70 inch HDTV with Amazon Prime Video, HBO Max, Netflix, premium cable, standard cable"
1104,"70 inch HDTV with Amazon Prime Video, Netflix"
1105,"70 inch HDTV with Amazon Prime Video, Netflix, Apple TV"
1106,"70 inch HDTV with Apple TV, Chromecast"
1107,"70 inch HDTV with Apple TV, Roku"
1108,"70 inch HDTV with Chromecast, Roku, Amazon Prime Video, Netflix, standard cable"
1109,"70 inch HDTV with Fire TV, Chromecast, Amazon Prime Video, HBO Max, standard cable, Netflix, Apple TV, Disney+, Roku, premium cable, Hulu"
1110,"70 inch HDTV with Hulu, Netflix, Amazon Prime Video, Disney+, HBO Max, Apple TV, DVD player"
1111,70 inch HDTV with Netflix
1112,"70 inch HDTV with Netflix, standard cable"
1113,"70 inch HDTV with Roku, standard cable"
1114,70 inch HDTV with standard cable
1115,"70 inch HDTV with standard cable, DVD player"
1116,"72 inch HDTV with Amazon Prime Video, Disney+, Netflix, Roku"
1117,"72 inch HDTV with Amazon Prime Video, standard cable"
1118,"72 inch HDTV with Apple TV, Netflix, DVD player"
1119,72 inch HDTV with Chromecast
1120,"72 inch HDTV with Netflix, Apple TV, Disney+, Amazon Prime Video"
1121,"72 inch HDTV with Netflix, Chromecast"
1122,"72 inch HDTV with Netflix, Roku"
1123,"72 inch HDTV with Netflix, Roku, Chromecast, Disney+"
1124,75 inch HDTV
1125,75 inch HDTV with Amazon Prime Video
1126,"75 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Netflix, premium cable"
1127,"75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, HBO Max, Netflix"
1128,"75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, premium cable"
1129,"75 inch HDTV with Amazon Prime Video, Apple TV, Disney+, Netflix, standard cable"
1130,"75 inch HDTV with Amazon Prime Video, Apple TV, Netflix"
1131,"75 inch HDTV with Amazon Prime Video, Chromecast, Netflix"
1132,"75 inch HDTV with Amazon Prime Video, Disney+, Netflix"
1133,"75 inch HDTV with Amazon Prime Video, Disney+, Netflix, premium cable"
1134,"75 inch HDTV with Amazon Prime Video, Fire TV, premium cable, Apple TV, standard cable, Netflix, Disney+"
1135,"75 inch HDTV with Amazon Prime Video, HBO Max, Netflix, premium cable"
1136,"75 inch HDTV with Amazon Prime Video, Netflix"
1137,"75 inch HDTV with Amazon Prime Video, Netflix, premium cable"
1138,"75 inch HDTV with Amazon Prime Video, Netflix, standard cable"
1139,"75 inch HDTV with Apple TV, standard cable"
1140,75 inch HDTV with Chromecast
1141,"75 inch HDTV with Chromecast, Fire TV"
1142,"75 inch HDTV with Chromecast, Netflix"
1143,"75 inch HDTV with Disney+, Netflix"
1144,"75 inch HDTV with Fire TV, Netflix"
1145,75 inch HDTV with Netflix
1146,"75 inch HDTV with Netflix, Amazon Prime Video"
1147,"75 inch HDTV with Netflix, premium cable"
1148,"75 inch HDTV with Netflix, premium cable, DVD player"
1149,"75 inch HDTV with Netflix, standard cable, Amazon Prime Video, Chromecast, Disney+"
1150,75 inch HDTV with Roku
1151,"75 inch HDTV with Roku, Amazon Prime Video, Netflix"
1152,"75 inch HDTV with Roku, Hulu, Netflix, HBO Max, premium cable"
1153,75 inch HDTV with standard cable
1154,"75 inch HDTV with standard cable, Amazon Prime Video, Chromecast, Disney+, Netflix"
1155,"75 inch HDTV with standard cable, Netflix, Fire TV, Amazon Prime Video"
1156,75 inch TV
1157,"75 inch TV with Netflix, Roku, standard cable"
1158,77 inch HDTV
1159,"78 inch HDTV with Netflix, standard cable"
1160,80 inch HDTV
1161,"80 inch HDTV with Amazon Prime Video, Chromecast, Disney+, Netflix, premium cable, standard cable"
1162,80 inch HDTV with Netflix
1163,"80 inch HDTV with Netflix, Amazon Prime Video"
1164,"82 inch HDTV with Amazon Prime Video, Netflix"
1165,"82 inch HDTV with Apple TV, Netflix"
1166,"82 inch HDTV with Chromecast, Amazon Prime Video, Netflix, HBO Max, Disney+, Hulu, Fire TV, Apple TV"
1167,85 inch HDTV
1168,85 inch HDTV with Amazon Prime Video
1169,"85 inch HDTV with Amazon Prime Video, Chromecast, Netflix"
1170,"85 inch HDTV with Amazon Prime Video, Fire TV, Netflix"
1171,"85 inch HDTV with Amazon Prime Video, Netflix, Apple TV"
1172,"85 inch HDTV with Apple TV, Amazon Prime Video, Netflix, standard cable"
1173,"85 inch HDTV with Netflix, Amazon Prime Video"
1174,"85 inch HDTV with Netflix, standard cable"
1175,"85 inch HDTV with premium cable, Amazon Prime Video, Fire TV, Netflix"
1176,85 inch HDTV with standard cable
1177,85 inch TV
1178,86 inch HDTV
1179,"90 inch HDTV with Netflix, Apple TV"
1180,"90 inch TV with Apple TV, Chromecast, Netflix"
1181,"A bar fridge below the kitchen counter, plus a full-size fridge is available in the common area for your use.  refrigerator"
1182,A bottle of body soap will be provided for your stay body soap
1183,A bottle of shampoo will be provided for your stay shampoo
1184,AC - split type ductless system
1185,AEC refrigerator
1186,AEC stainless steel electric stove
1187,AEC stainless steel oven
1188,AEG electric stove
1189,AEG gas stove
1190,AEG induction stove
1191,AEG oven
1192,AEG refrigerator
1193,AEG single oven
1194,AEG stainless steel double oven
1195,AEG stainless steel electric stove
1196,AEG stainless steel gas stove
1197,AEG stainless steel induction stove
1198,AEG stainless steel oven
1199,AEG stainless steel single oven
1200,AEG stainless steel stove
1201,AEG stove
1202,AMANA induction stove
1203,AMBR Spa body soap
1204,AMBR Spa conditioner
1205,AMBR Spa shampoo
1206,ANDALOU Naturals Argan Oil & Shea Shampoo shampoo
1207,ANDALOU Naturals Argan Oil and Shea Conditioner  conditioner
1208,ANDALOU Naturals Shower Gel Citrus Sunflower  body soap
1209,"ATTITUDE (ECOLOGO certified, hypoallergenic, plant and mineral based, paraben-free, 100% vegan and cruelty-free) conditioner"
1210,"ATTITUDE (EWG verified, ECOLOGO certified, hypoallergenic, plant and mineral based, naturally scented, paraben-free, 100% vegan and cruelty-free) body soap"
1211,"ATTITUDE (EWG verified, ECOLOGO certified, hypoallergenic, plant and mineral based, naturally scented, paraben-free, 100% vegan and cruelty-free) shampoo"
1212,"ATTITUDE Body Wash, EWG Verified Hypoallergenic Soothing, Vegan & Cruelty-Free, White Tea Leaves body soap"
1213,"ATTITUDE Hair Shampoo, EWG Verified, Plant- and Mineral-Based Ingredients, Vegan and Cruelty-free Beauty and Personal Care Products, Nourishing, Grapeseed Oil and Olive Leaves shampoo"
1214,"ATTITUDE Liquid Hair Conditioner, Moisture Rich, Plant- and Mineral-Based Ingredients, Vegan and Cruelty-free, Quinoa & Jojoba conditioner"
1215,ATTITUDE body soap
1216,ATTITUDE conditioner
1217,ATTITUDE shampoo
1218,AXE body soap
1219,Above market average  shampoo
1220,Above market average body soap
1221,Above market average conditioner
1222,Adidas conditioner
1223,Adora stainless steel gas stove
1224,Advent's  sound system
1225,Aesop body soap
1226,Aesop conditioner
1227,Aesop shampoo
1228,Air Fryer stainless steel single oven
1229,Air conditioning
1230,Airbnb  body soap
1231,Airbnb  conditioner
1232,Airbnb  electric stove
1233,Airbnb  refrigerator
1234,Airbnb  shampoo
1235,Airbnb  stainless steel oven
1236,Airbnb  stove
1237,Airfryer electric stove
1238,Alaffia Shea Vanilla & Mint body soap
1239,Alexa Bluetooth sound system
1240,Alexa sound system
1241,Alexa speakers sound system
1242,All Natural body soap
1243,All natural conditioner
1244,All natural shampoo
1245,Always All Natural/Organic Brands  body soap
1246,Always All Natural/Organic Brands conditioner
1247,Always All Natural/Organic Brands shampoo
1248,Amana refrigerator
1249,Amazon body soap
1250,Amazon conditioner
1251,Amazon shampoo
1252,Amenities body soap
1253,Amenities conditioner
1254,Amenities shampoo
1255,American  body soap
1256,American  conditioner
1257,American  oven
1258,American  refrigerator
1259,American  shampoo
1260,American  stove
1261,American Crew Tea Tree 3-in-1 conditioner
1262,American Crew Tea Tree 3-in-1 shampoo
1263,American Range stainless steel gas stove
1264,American Range stainless steel oven
1265,Amona gas stove
1266,And freezer refrigerator
1267,Anker Bluetooth sound system
1268,Anker portable speaker Bluetooth sound system
1269,Any body soap
1270,Any brand  body soap
1271,Any brand  shampoo
1272,Any brand conditioner
1273,Any conditioner
1274,Any shampoo
1275,Apartment size with freezer on top refrigerator
1276,Apothecary soap randomly selected  body soap
1277,Apple HomePod  sound system
1278,Apple Homepod (for Airplay use) sound system
1279,Apple Homepod Bluetooth sound system
1280,Arcade games
1281,Argan Magic conditioner
1282,Argan oil of Morocco conditioner
1283,Atomy body soap
1284,Atomy shampoo
1285,Attitude Unscented body soap
1286,Attitude Unscented conditioner
1287,Attitude Unscented shampoo
1288,Aussie Conditioner conditioner
1289,Aussie Shampoo shampoo
1290,Aussie body soap
1291,Aussie conditioner
1292,Aussie shampoo
1293,Australian  shampoo
1294,Available Brand  conditioner
1295,Avalon Organics conditioner
1296,Avalon Organics shampoo
1297,Aveda  body soap
1298,Aveda  conditioner
1299,Aveda Rosemary Mint conditioner
1300,Aveda Rosemary Mint shampoo
1301,Aveda SHAMPURE shampoo
1302,Aveda shampoo
1303,Aveda: SHAMPURE AROMATHERAPY conditioner
1304,Aveda: SHAMPURE AROMATHERAPY shampoo
1305,Aveeno  body soap
1306,Aveeno  shampoo
1307,Aveeno - Unscented body soap
1308,Aveeno Fragrance Free Body Wash body soap
1309,Aveeno Stress Relief Body Wash body soap
1310,Aveeno conditioner
1311,Aveno body soap
1312,"Aveno for babies/toddlers, Dial for men & Softsoap for Women body soap"
1313,BBQ grill
1314,BBQ grill: charcoal
1315,"BBQ grill: charcoal, electric"
1316,"BBQ grill: charcoal, gas"
1317,"BBQ grill: charcoal, wood-burning"
1318,BBQ grill: electric
1319,"BBQ grill: electric, gas"
1320,BBQ grill: gas
1321,"BBQ grill: gas, wood-burning"
1322,BLOMBERG refrigerator
1323,BLOMBERG stainless steel induction stove
1324,BLOMBERG stainless steel oven
1325,BOCH refrigerator
1326,BOSE Sound Bar in 1st Floor living space sound system with Bluetooth and aux
1327,BOSH stainless steel electric stove
1328,Baby bath
